Name,Phone,Address,Description,Website,Social Media
PHAROS ARCHITECTURAL CONTROLS, +442074719449,"International House 7 High Street London, England W5 5DB
United Kingdom","Pharos Architectural Controls is an award-winning British manufacturer of dynamic lighting control solutions for architecture and other specialist industries. Our products are highly flexible, versatile and powerful, and trusted to run day and night illuminating iconic installations around the world - from international landmarks and historic architecture to theme parks, airports, stadiums, bridges, shopping malls, art installations, and more.",www.pharoscontrols.com,"{'Facebook': 'https://www.facebook.com/pharoscontrols', 'Twitter': 'https://twitter.com/pharoscontrols', 'LinkedIn': 'https://www.linkedin.com/company/pharoscontrols'}"
PHOENIX CONTACT, (717) 944-1300,"586 Fulling Mill Rd. Middletown, PA 17057
USA",,www.phoenixcontact.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
PLASKOLITE, (614) 294-3281,"400 West Nationwide Blvd, Ste 400 Suite 400 Columbus, OH 43215
USA","PLASKOLITE's lighting capabilities extend from light diffusing polymers to custom profile extrusion. We offer acrylic polymer, extruded profiles, extruded sheet (acrylic and polycarbonate), continuous & cell cast sheet and light guide panels. Our custom profile manufacturing process offers extensive new product development methodology that includes custom tooling, rapid prototyping and a quick and easy process from ramp-up to full scale production.",www.plaskolite.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
PLC-MULTIPOINT, (425) 353-7552,"3101 111th St SW Ste. F Everett, WA 98204
USA","For over 30 years, PLC Multipoint has been both a creator and producer of the industry’s finest lighting controls and sensors. We’ve built a reputation as the one resource to solve simple and complex control problems, and we have a proven record of success with installations throughout the world. Our wide product offering can meet any code or control strategy including daylight harvesting, motion sensing, time scheduling, receptacle control and others. Additionally, our systems are suitable for nearly all commercial applications and feature wired or wireless communication options and integration with other BMS systems via BACnet or Web interface. Our UL508A-certified facility provides all customers with high quality, easy-to-install and easy-to-program products in addition to the best customer support in the industry. PLC Multipoint photosensors are considered the “Gold Standard” throughout the lighting industry. We manufacture a wide range of UL916-certified and professionally calibrated sensors for any project including skylights, atriums, indoor and outdoor applications. The versatility and reliability of our roadway transportation systems are proven by the number of D.O.T. agencies using them across the country. PLC Multipoint’s transportation...",www.plcmultipoint.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
POINT LIGHTING CORPORATION, 8602430665,"P.O. Box 686 Simsbury, CT 6070
USA","MADE IN USA - FAA Approved Aviation Lighting Manufacturer of Specification Grade Helipad/Helideck & Obstruction Lights/Beacons. Complete System Solutions. ETL/UL Listed Industrial Panel Manufacturer. Hazardous Area Rated Fixtures for both obstruction lighting systems and offshore platform/vessel installations. Full specification assistance offered, fully compliant to numerous worldwide standards; FAA, ICAO, Transport Canada, CAA, CAP 437.",www.pointlighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
POLELED FLAG POLE LIGHTS, 0031-318-412965,"Kelvinsstraat 45 6716 BV EDE, netherlands 6716
NL","This unique system consists of a ring of power LEDs which are installed in a circle shaped unit that is placed around the flag pole. Because of the unit’s shape and the way it is placed, it doesn’t matter from which angle the wind blows: the flag always is in full view. No more shadows, flags are always lit and no need for expensive land spots. Twelve powerful LEDs distribute the light brightly and uniformly and illuminate the object in a very special way. Let us tell you more in booth #2578 and enjoy our Happy Hours!",www.pole-led.us,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"PROLUME, INC.", (203) 268-7778,"296 Beanville Road Randolph, VT 05060
USA","Prolume designs and builds sophisticated LED luminaires with meticulous attention to detail and cutting-edge technologies. Every component is designed, developed, and perfected to meet the most exacting standards required by discriminating specifiers. Headquartered in Randolph, VT, Prolume serves clients worldwide with LED products deployed in the most challenging architectural designs.",www.prolumeled.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
PURE LIGHTING, (973) 915-3133,"150 Pompton Plains Xrd #4246 Wayne, NJ 07474
USA","Pure Lighting Company is a full-scale engineering-based design-deal firm specializing in stage/auditorium, TV/broadcasting, architectural, and germicidal lighting products, controls, and systems. We offer a wide range of services from niche product development through system design consulting.",www.pure-lighting.com,"{'Facebook': 'https://www.facebook.com/PureLightingCompany', 'Twitter': 'https://twitter.com/Pure_lighting', 'LinkedIn': 'https://www.linkedin.com/company/67756959/'}"
PUREEDGE LIGHTING, 773-770-1195,"1718 W. Fullerton Ave. Chicago, IL 60614
USA","PureEdge Lighting manufactures architectural LED lighting products that empower you to not only design your space, but also the fixtures you envision. Modern, innovative, and completely customizable, PureEdge Lighting defies the boundaries of traditional lighting to develop a design that is truly your own.",www.pureedgelighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"Q-TRAN, INC.", (203) 367-8777,"155 Hill Street Milford, CT 6460
USA","Proudly American, focused on customer experience, trust, integrity and teamwork, Q-Tran is a leading manufacturer and innovator in the lighting industry. Q-Tran provides a complete architectural LED lighting solution; the power and the light.",www.q-tran.com,"{'Facebook': 'https://www.facebook.com/QTranInc/', 'Twitter': 'https://twitter.com/qtran_inc?lang=en', 'LinkedIn': 'https://www.linkedin.com/company/q-tran-inc/?challengeId=AQF952zUyAQzHAAAAYBskjBG6jgiJUJwHxXkdJCa3JVkVXAoGywvjXR6oYS6v8vFaWbKh3eguI-ogeB1_HIxs0iwbbmDXz-zuA&submissionId=ec77f791-a9d8-e916-5903-0aae13189626'}"
R-ZERO SYSTEMS, 435-565-1359,"345 Bearcat Dr Suite 100 South Salt Lake, UT 84115
United States of America","R-Zero is the first biosafety technology company dedicated to creating safer, healthier indoor shared spaces. The company develops the most effective and innovative biosafety technologies, establishing a new standard for health within the built environment. Combining space utilization sensor technology, AI, ML and IoT connected hardware, R-Zero’s intelligent biosafety platform enables businesses to effectively create healthier buildings while improving overall productivity. Today, R-Zero’s unprecedented technology platform is powering the intelligent, healthy buildings of the future.",www.rzero.com,"{'Facebook': 'https://www.facebook.com/rzerosystems/', 'Twitter': 'https://twitter.com/RZeroSystems', 'LinkedIn': 'https://www.linkedin.com/company/rzerosystems'}"
RAAT, +82 2 711 8855,"14, Wonhyo-ro 97-gil Yongsan-gu Seoul, Seoul 04313
Korea","We are South Korea’s commercial lighting company established in 1972. We have manufactured various commercial lightings like down light, accent light, pendant, area light and etc. We conduct eco-friendly management system certifying ISO 9001:2015 quality management system and ISO 14004:2015 environmental management system. Through many years of know-how, we have pioneered overseas markets and exporting more than 60 countries RAAT is compound word of ‘Ra’ and ‘Art’, ‘Ra’ stands for the sun god, light of nature, and creator of light. As new brand name of Dongmyung Lighting, we pursuit of high-quality products to give all of our customers satisfaction. RAAT shows that philosophy of Dongmyung lighting in order to make better light and better life. Meet luxury brand ""RAAT""",www.raat.co.kr,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
RAB LIGHTING INC., (888) 722-1000,"170 Ludlow Ave Northvale, NJ 07647
USA","RAB Lighting is committed to creating high-quality, affordable, well-designed and energy-efficient LED lighting and controls that make it easy for distributors to sell, electricians to install and end users to save energy. Founded in 1946, RAB has a vibrantly growing infrastructure of manufacturing facilities, and engineering capabilities that ensure great product design and quality.",www.rablighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
RAGNI LIGHTING, (720) 370-0400,"4912 Lima Street Denver, CO 80239
USA","Ragni Lighting is the North American partner of the Ragni Group, proudly manufacturing in Denver, Colorado. Ragni Lighting offers over 250 customizable luminaires and brackets ranging from traditional to modern design. Our product line also includes multiple shapes of poles ranging from standard products to curved and shaped lighting standards.",www.ragni-lighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
RAMPF, 248 295 0223,"49037 Wixom Tech Drive Wixom, Michigan 48393
United States of America",,www.rampf-group.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
RAYON LIGHTING/ID ILLUMINATION, (323) 446-2626,"1512 N. Tamarind Ave. Compton, CA 90222
USA","Rayon Lighting is a manufacturer of energy efficient lighting fixtures to meet everyday demands in architectural, commercial, and premium residential applications.",www.rayonlighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"RED SKY LIGHTING, LLC.", (262) 456-5002,"410 Main Street Racine, WI 53403
USA","Red Sky Lighting manufactures premier, rough service, durable LED lights designed for the harshest and most hazardous conditions. From oil rigs to trawlers, petrochemical plants to paper mills, high/low temperature our low maintenance fixtures are made of ruggedized construction emit high lumen output at a low energy cost. Based in Racine, Wisconsin, USA, our innovative fixtures instill in us a sense of tradition using state of the art technology, our products are explosion proof and certified up to Class I, Division 1. When tested against corrosion, dirt, combustible vapors, vibration, salt water, gases, and dust our fixtures keep working.",www.redskylighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
